species,min_elev,max_elev
Formicivora iheringi,600,900
Myrmotherula fluminensis,0,500
Formicivora erythronotos,0,500
Formicivora littoralis,0,500
Formicivora serrana,0,1100
Formicivora melanogaster,0,1000
Stymphalornis acutirostris,0,500
Formicivora grantsaui,850,1100
Formicivora rufa,0,1200
Formicivora grisea,0,1500
Scelorchilus rubecula,0,1500
Scelorchilus albicollis,0,1600
Pteroptochos megapodius,0,3150
Pteroptochos tarnii,0,1500
Pteroptochos castaneus,0,1600
Psilorhamphus guttatus,0,900
Liosceles thoracicus,0,1050
Acropternis orthonyx,2250,3300
Rhinocrypta lanceolata,0,1800
Teledromas fuscus,0,2500
Eleoscytalopus psychopompus,0,500
Merulaxis stresemanni,0,500
Merulaxis ater,800,1800
Eugralla paradoxa,0,1000
Scytalopus simonsi,3300,4300
Scytalopus parvirostris,1800,3300
Scytalopus micropterus,1250,2300
Scytalopus femoralis,1000,2050
Scytalopus gettyae,2400,3200
Scytalopus macropus,2400,3300
Scytalopus acutirostris,2675,3500
Scytalopus unicolor,2000,3170
Scytalopus latrans,1500,4000
Scytalopus meridanus,1600,4000
Scytalopus caracae,1200,2400
Scytalopus latebricola,2000,3660
Scytalopus parkeri,2250,3350
Scytalopus spillmanni,1900,3700
Scytalopus perijanus,1600,3225
Scytalopus griseicollis,2000,3900
Scytalopus robbinsi,700,1250
Scytalopus stilesi,1420,2130
Scytalopus vicinior,1200,2800
Scytalopus argentifrons,1000,3100
Scytalopus panamensis,1050,1500
Scytalopus chocoensis,250,1465
Scytalopus bolivianus,1000,2850
Scytalopus sanctaemartae,900,1700
Scytalopus atratus,850,1900
Scytalopus gonzagai,660,1140
Scytalopus speluncae,750,2500
Scytalopus diamantinensis,850,1600
Scytalopus petrophilus,900,2100
Scytalopus novacapitalis,1000,1200
Scytalopus fuscus,0,800
Scytalopus magellanicus,0,3500
Scytalopus zimmeri,1700,3200
Scytalopus superciliaris,1500,3350
Scytalopus urubambae,3500,4170
Scytalopus schulenbergi,2800,3400
Scytalopus affinis,2835,4100
Scytalopus opacus,2600,4000
Scytalopus canus,3300,3500
Scytalopus altirostris,2450,3450
Myornis senilis,2300,3350
Sclerurus scansor,0,1250
Sclerurus albigularis,700,2100
Sclerurus guatemalensis,0,1250
Sclerurus caudacutus,0,1100
Sclerurus mexicanus,0,1800
Sclerurus rufigularis,0,900
Geositta peruviana,0,700
Geositta tenuirostris,2500,4600
Geositta punensis,3200,4600
Geositta cunicularia,0,4800
Geositta poeciloptera,700,1250
Geositta rufipennis,3100,4400
Geositta crassirostris,600,2500
Geositta saxicolina,3700,4900
Geositta antarctica,0,500
Geositta isabellina,1800,3100
Geositta maritima,0,2300
Glyphorynchus spirurus,0,1250
Dendrocolaptes picumnus,0,2800
Dendrocolaptes hoffmannsi,0,500
Dendrocolaptes platyrostris,0,2100
Dendrocolaptes sanctithomae,0,1800
Dendrocolaptes certhia,0,1300
Xiphocolaptes major,0,1800
Xiphocolaptes promeropirhynchus,0,3500
Xiphocolaptes falcirostris,0,800
Xiphocolaptes albicollis,0,1800
Hylexetastes perrotii,0,500
Nasica longirostris,0,500
Dendrexetastes rufigula,0,950
Drymornis bridgesii,0,1000
Drymotoxeres pucheranii,2100,2950
Lepidocolaptes falcinellus,0,1600
Lepidocolaptes albolineatus,0,1100
Lepidocolaptes angustirostris,0,1200
Lepidocolaptes souleyetii,0,1600
Lepidocolaptes lacrymiger,900,3000
Lepidocolaptes affinis,1000,3100
Lepidocolaptes leucogaster,950,4000
Campylorhamphus falcularius,0,1600
Campylorhamphus procurvoides,0,500
Campylorhamphus trochilirostris,0,1200
Campylorhamphus pusillus,0,2200
Dendroplex kienerii,0,200
Dendroplex picus,0,1400
Xiphorhynchus triangularis,1100,2400
Xiphorhynchus erythropygius,900,2200
Xiphorhynchus obsoletus,0,500
Xiphorhynchus flavigaster,0,1500
Xiphorhynchus guttatus,0,1250
Xiphorhynchus susurrans,0,2400
Xiphorhynchus lachrymosus,0,1200
Xiphorhynchus pardalotus,0,1800
Xiphorhynchus ocellatus,0,1600
Xiphorhynchus fuscus,0,1500
Xiphorhynchus elegans,0,1500
Xiphorhynchus spixii,0,500
Certhiasomus stictolaemus,0,500
Deconychura longicauda,0,1400
Sittasomus griseicapillus,0,1550
Dendrocincla merula,0,600
Dendrocincla tyrannina,1300,2500
Dendrocincla homochroa,0,1500
Dendrocincla fuliginosa,0,1200
Dendrocincla anabatina,0,1250
Dendrocincla turdina,0,1250
Xenops rutilans,0,2400
Xenops tenuirostris,0,500
Xenops minutus,0,1500
Tarphonomus harterti,1430,3000
Tarphonomus certhioides,0,1800
Pseudocolaptes lawrencii,1550,3000
Pseudocolaptes boissonneautii,1400,3400
Premnornis guttuliger,1300,2750
Lochmias nematura,0,2450
Phleocryptes melanops,0,4300
Limnornis curvirostris,0,500
Furnarius figulus,0,900
Furnarius leucopus,0,800
Furnarius torridus,0,500
Furnarius cristatus,0,1000
Furnarius minor,0,500
Furnarius rufus,0,3500
Geocerthia serrana,2750,4300
Cinclodes albiventris,3200,4300
Cinclodes albidiventris,2500,5000
Cinclodes olrogi,1600,2800
Cinclodes oustaleti,0,3700
Cinclodes atacamensis,2800,4900
Cinclodes comechingonus,1600,2800
Cinclodes fuscus,0,4900
Cinclodes antarcticus,0,500
Cinclodes excelsior,3200,5200
Cinclodes aricomae,3500,4600
Cinclodes palliatus,4400,5000
Cinclodes patagonicus,0,3400
Cinclodes taczanowskii,0,500
Cinclodes nigrofumosus,0,500
Cinclodes pabsti,750,1100
Upucerthia validirostris,2700,5000
Upucerthia dumetaria,0,4000
Upucerthia albigula,3050,3700
Upucerthia saturatior,250,1800
Aphrastura spinicauda,0,1800
Aphrastura masafuerae,600,1300
Leptasthenura yanacensis,2900,4600
Sylviorthorhynchus desmursii,0,1000
Leptasthenura xenothorax,3600,4550
Leptasthenura platensis,0,1000
Leptasthenura striolata,500,1100
Leptasthenura setaria,750,1900
Leptasthenura pileata,2000,4300
Leptasthenura striata,0,4000
Leptasthenura andicola,3000,4500
Leptasthenura aegithaloides,0,2500
Leptasthenura fuliginiceps,1000,4200
Certhiaxis mustelinus,0,500
Certhiaxis cinnamomeus,0,1000
Schoeniophylax phryganophilus,0,500
Synallaxis propinqua,0,500
Synallaxis cinerascens,0,2000
Synallaxis scutata,0,1700
Synallaxis maranonica,450,1850
Synallaxis albilora,0,1000
Synallaxis gujanensis,0,1200
Synallaxis hellmayri,200,400
Synallaxis spixi,0,2200
Synallaxis hypospodia,0,700
Synallaxis albigularis,0,800
Synallaxis albescens,0,1500
Synallaxis courseni,2450,3500
Synallaxis azarae,600,3500
Synallaxis frontalis,0,2300
Synallaxis moesta,0,1200
Synallaxis cabanisi,200,350
Synallaxis infuscata,0,500
Synallaxis ruficapilla,0,1400
Synallaxis whitneyi,0,1700
Synallaxis brachyura,0,2000
Synallaxis subpudica,1200,3200
Synallaxis tithys,0,750
Synallaxis kollari,0,100
Synallaxis erythrothorax,0,1000
Synallaxis candei,0,1100
Synallaxis cinnamomea,900,2100
Synallaxis cherriei,0,1050
Synallaxis rutilans,0,900
Synallaxis unirufa,1700,3300
Synallaxis fuscorufa,900,3000
Synallaxis zimmeri,1900,3000
Synallaxis hypochondriaca,1650,3000
Synallaxis stictothorax,0,400
Pseudasthenes cactorum,50,2500
Pseudasthenes steinbachi,500,3000
Pseudasthenes patagonica,0,500
Pseudasthenes humicola,0,2200
Spartonoica maluroides,0,500
Pseudoseisura cristata,0,500
Pseudoseisura unirufa,300,500
Pseudoseisura gutturalis,0,1000
Pseudoseisura lophotes,0,800
Acrobatornis fonsecai,0,550
Metopothrix aurantiaca,0,1100
Xenerpestes singularis,1050,1700
Xenerpestes minlosi,0,1000
Siptornis striaticollis,1300,2400
Cranioleuca gutturata,0,850
Thripophaga fusciceps,0,500
Thripophaga macroura,0,800
Roraimia adusta,1200,2500
Cranioleuca sulphurifera,0,500
Limnoctites rectirostris,0,1000
Thripophaga berlepschi,3050,3300
Cranioleuca marcapatae,2400,3300
Cranioleuca albicapilla,2200,3300
Cranioleuca vulpina,0,800
Cranioleuca vulpecula,150,300
Cranioleuca muelleri,0,500
Cranioleuca demissa,1100,2450
Cranioleuca semicinerea,0,900
Cranioleuca subcristata,300,2300
Cranioleuca hellmayri,1500,3000
Cranioleuca curtata,800,2500
Cranioleuca antisiensis,1200,3100
Cranioleuca baroni,2600,4400
Cranioleuca erythrops,700,2300
Cranioleuca albiceps,2400,3600
Cranioleuca henricae,1300,3300
Cranioleuca pyrrhophia,0,2500
Cranioleuca obsoleta,0,1000
Cranioleuca pallida,800,2200
Hellmayrea gularis,2500,3200
Asthenes hudsoni,0,500
Asthenes humilis,3500,4800
Asthenes modesta,0,4600
Asthenes anthoides,0,1500
Asthenes wyatti,3000,4300
Asthenes sclateri,2000,2900
Asthenes flammulata,3300,4500
Asthenes virgata,3300,4300
Asthenes maculicauda,2900,4300
Asthenes urubambensis,2750,3800
Asthenes luizae,900,1500
Asthenes pudibunda,2500,4000
Asthenes coryi,2800,4100
Asthenes fuliginosa,3000,4300
Asthenes perijana,3000,3400
Asthenes griseomurina,2750,3200
Asthenes palpebralis,3000,3500
Asthenes ottonis,2800,3700
Asthenes helleri,2800,3750
Asthenes harterti,2900,3500
Asthenes vilcabambae,2800,3400
Asthenes moreirae,2000,2800
Asthenes pyrrholeuca,0,3000
Asthenes heterura,3000,4150
Asthenes baeri,0,500
Asthenes berlepschi,2600,3700
Asthenes dorbignyi,1800,4300
Phacellodomus erythrophthalmus,0,1700
Phacellodomus ferrugineigula,0,1250
Phacellodomus ruber,0,700
Phacellodomus dorsalis,2050,2800
Phacellodomus maculipectus,1000,3100
Phacellodomus striaticollis,0,700
Phacellodomus striaticeps,2600,4000
Phacellodomus sibilatrix,0,500
Phacellodomus rufifrons,0,2000
Anumbius annumbi,0,1000
Coryphistera alaudina,0,700
Ancistrops strigilatus,0,900
Philydor rufum,800,2500
Philydor erythropterum,0,1300
Clibanornis rufipectus,610,1875
Clibanornis erythrocephalus,600,1800
Clibanornis rubiginosus,0,2400
Clibanornis dendrocolaptoides,0,1000
Clibanornis rectirostris,600,1200
Thripadectes holostictus,1600,2700
Thripadectes rufobrunneus,1200,2500
Thripadectes virgaticeps,1000,2500
Thripadectes melanorhynchus,1000,1700
Thripadectes flammulatus,1400,3250
Thripadectes scrutator,2100,3500
Thripadectes ignobilis,800,2500
Automolus melanopezus,0,500
Automolus rufipileatus,0,850
Automolus ochrolaemus,0,1400
Automolus subulatus,0,1300
Automolus infuscatus,0,800
Automolus paraensis,0,800
Automolus lammi,0,1000
Automolus leucophthalmus,0,1000
Megaxenops parnaguae,300,800
Anabacerthia striaticollis,950,2200
Anabacerthia variegaticeps,700,2100
Anabacerthia ruficaudata,0,1300
Anabacerthia amaurotis,600,1500
Anabacerthia lichtensteini,0,800
Syndactyla dimidiata,100,1200
Syndactyla ruficollis,0,2600
Syndactyla roraimae,1100,2470
Syndactyla guttulata,900,2100
Syndactyla rufosuperciliata,400,2900
Syndactyla subalaris,1000,2300
Syndactyla striata,650,1700
Syndactyla ucayalae,0,1300
Philydor erythrocercum,0,1300
Philydor fuscipenne,500,1200
Anabazenops dorsalis,0,1100
Anabazenops fuscus,350,1250
Cichlocolaptes leucophrus,0,1450
Philydor atricapillus,0,1050
Heliobletus contaminatus,750,1800
Philydor pyrrhodes,0,750
Margarornis squamiger,1400,3600
Margarornis bellulus,1350,1600
Margarornis rubiginosus,1200,3000
Premnoplex tatei,800,2400
Premnoplex brunnescens,950,2500
Microxenops milleri,0,500
Ochetorhynchus melanurus,1400,3000
Ochetorhynchus phoenicurus,0,1200
Ochetorhynchus ruficaudus,1300,4300
Ochetorhynchus andaecola,2600,4500
Pygarrhichas albogularis,0,2000
Berlepschia rikeri,0,500
Formicarius rufifrons,0,500
Formicarius rufipectus,1100,2200
Formicarius nigricapillus,0,1800
Formicarius analis,0,1400
Formicarius colma,0,750
Chamaeza campanisona,0,1800
Chamaeza nobilis,0,500
Chamaeza ruficauda,700,2100
Chamaeza meruloides,500,1900
Chamaeza turdina,1500,2600
Chamaeza mollissima,1850,3100
Grallaricula cumanensis,600,1200
Grallaricula nana,1900,2950
Grallaricula ferrugineipectus,800,3350
Grallaricula flavirostris,900,2200
Grallaricula peruviana,1700,2100
Grallaricula ochraceifrons,1900,2000
Grallaricula loricata,1400,2100
Grallaricula lineifrons,3000,3400
Hylopezus fulviventris,0,800
Hylopezus berlepschi,0,500
Hylopezus dives,0,900
Myrmothera campanisona,0,850
Myrmothera simplex,900,2400
Hylopezus ochroleucus,500,900
Hylopezus perspicillatus,0,1250
Hylopezus macularius,0,500
Grallaria gigantea,1400,3000
Grallaria excelsa,1700,2300
Grallaria squamigera,2000,3350
Grallaria griseonucha,2300,2800
Grallaria haplonota,900,2000
Grallaria alleni,2100,2100
Grallaria guatimalensis,600,3000
Grallaria chthonia,1800,2100
Grallaria varia,0,1550
Grallaria eludens,0,500
Grallaria dignissima,0,500
Grallaria ridgelyi,2300,2680
Grallaria watkinsi,600,1400
Grallaria ruficapilla,1300,3100
Grallaria erythroleuca,2500,2950
Grallaria erythrotis,2000,3000
Grallaria capitalis,1300,2800
Grallaria przewalskii,1900,2800
Grallaria hypoleuca,1500,2200
Grallaria flavotincta,1300,1800
Grallaria milleri,2700,3100
Grallaria kaestneri,2000,2300
Grallaria bangsi,1600,2400
Grallaria nuchalis,2200,3300
Grallaria carrikeri,2400,2800
Grallaria andicolus,3350,4400
Grallaria rufula,2400,3600
Grallaria quitensis,2200,3400
Grallaria rufocinerea,2400,3100
Grallaria blakei,2100,2500
Neodrepanis coruscans,400,1800
Neodrepanis hypoxantha,1400,2650
Philepitta castanea,400,1600
Philepitta schlegeli,0,800
Pseudocalyptomena graueri,1760,2480
Psarisomus dalhousiae,200,2500
Corydon sumatranus,0,2000
Eurylaimus steerii,0,1220
Serilophus lunatus,300,1220
Cymbirhynchus macrorhynchos,0,900
Eurylaimus ochromalus,0,1200
Eurylaimus javanicus,500,900
Smithornis rufolateralis,0,1500
Smithornis capensis,0,2550
Smithornis sharpei,850,1950
Calyptomena hosii,0,1680
Calyptomena whiteheadi,600,1700
Calyptomena viridis,0,1700
Pitta erythrogaster,0,1400
Pitta kochi,300,2350
Pitta arquata,600,1200
Pitta granatina,0,1000
Pitta ussheri,0,300
Pitta venusta,400,1600
Pitta angolensis,0,1000
Pitta reichenowi,1100,1400
Pitta brachyura,450,1800
Pitta anerythra,0,600
Pitta iris,0,380
Pitta versicolor,0,1500
Pitta superba,0,100
Pitta maxima,200,650
Pitta steerii,0,1000
Pitta elegans,0,1400
Pitta sordida,0,2000
Pitta moluccensis,0,1800
Pitta phayrei,0,1830
Pitta cyanea,60,2000
Pitta baudi,0,500
Pitta guajana,0,1500
Pitta elliotii,0,800
Pitta gurneyi,0,160
Pitta caerulea,0,1200
Pitta nipalensis,0,2150
Pitta oatesi,380,2600
Pitta soror,50,1700
Sapayoa aenigma,0,1350
Menura novaehollandiae,0,500
Pomatostomus temporalis,0,500
Passerella iliaca,0,2000
Passer domesticus,0,500
Certhia familiaris,0,3000
Sitta canadensis,0,1000
Artamus leucorynchus,200,2000
Corvus brachyrhynchos,0,2000
Chlamydera nuchalis,0,600
Acanthisitta chloris,0,1550
Aratinga aurea,0,1100
Nestor notabilis,600,2000
Atlapetes_forbesi,2700,4600
Atlapetes_canigenis,2500,3500
Atlapetes_terborghi,2520,3520
Atlapetes_melanopsis,2500,3600
Atlapetes_personatus,1000,2500
Atlapetes_albiceps,400,1400
Atlapetes_flaviceps,1900,2440
Atlapetes_fuscoolivaceus,1600,2400
Atlapetes_leucopis,2000,3100
Atlapetes_rufigenis,2750,4100
Atlapetes_schistaceus,2500,3800
Atlapetes_leucopterus,600,2900
Atlapetes_pallidiceps,1650,2500
Atlapetes_nationi,2000,4000
Atlapetes_seebohmi,1150,2800
Atlapetes_pallidinucha,2800,3600
Atlapetes_latinuchus,1600,3700
Atlapetes_tricolor,700,3050
Atlapetes_albofrenatus,1000,2500
Atlapetes_melanocephalus,1000,3000
Atlapetes_semirufus,1000,3500
Atlapetes_rufinucha,1200,3600
Atlapetes_citrinellus,700,3100
Atlapetes_fulviceps,1500,3600
Pselliophorus_luteoviridis,1200,1800
Pselliophorus_tibialis,1200,1700
Atlapetes_pileatus,900,3500
Atlapetes_gutturalis,1200,3150
Atlapetes_albinucha,1200,3150
Buarremon_phaeopleurus,70,1800
Buarremon_phygas,920,1500
Buarremon_atricapillus,500,1500
Arremon_assimilis,1500,3600
Buarremon_basilicus,600,2800
Buarremon_perijanus,700,900
Arremon_torquatus,700,3050
Buarremon_costaricensis,240,1500
Arremon_taciturnus,0,1000
Arremon_semitorquatus,300,1000
Arremon_schlegeli,250,1400
Arremon_flavirostris,0,1400
Arremon_aurantiirostris,240,3500
Arremon_abeillei,0,1800
Arremon brunneinucha,400,3500
Accipiter_striatus,900,3700
Aglaiocercus_kingii,900,2700
Amblycercus holosericeus,0,3500
Ammodramus aurifrons,0,1500
Aulacorhynchus prasinus,0,3700
Pharomachrus_auriceps,1200,3100
Pharomachrus_pavoninus,0,700
Pharomachrus_antisianus,1200,3000
Pharomachrus_fulgidus,900,2500
Pharomachrus_mocinno,900,3200
Euptilotis_neoxenus,2100,2800
Trogon_rufus,0,1100
Trogon_mexicanus,800,3500
Trogon_personatus,700,3600
Trogon_collaris,700,2400
Trogon_elegans,0,1900
Trogon_melanocephalus,0,1000
Trogon_citreolus,0,1000
Trogon_bairdii,0,1200
Trogon_viridis,0,1350
Trogon_surrucura,0,2000
Trogon_violaceus,0,1850
Trogon_curucui,0,1700
Trogon_comptus,0,1800
Trogon_melanurus,0,2200
Trogon_massena,0,1200
Trogon_clathratus,90,1360
Andigena_cucullata,2400,3300
Andigena_hypoglauca,2200,3600
Andigena_laminirostris,1300,2500
Andigena_nigrirostris,1700,2700
Aulacorhynchus_coeruleicinctis,1600,2500
Aulacorhynchus_derbianus,600,2000
Aulacorhynchus_haematopygus,300,2200
Aulacorhynchus_huallagae,2000,2600
Aulacorhynchus_sulcatus,300,2000
Capito_aurovirens,500,600
Capito_brunneipectus,0,1000
Capito_dayi,50,550
Capito_hypoleucus,700,1600
Capito_maculicoronatus,0,900
Capito_niger,0,800
Capito_quinticolor,0,350
Capito_squamatus,0,800
Eubucco_bourcierii,1000,1800
Eubucco_richardsoni,0,1200
Eubucco_tucinkae,150,850
Eubucco_versicolor,1000,2000
Pteroglossus_aracari,0,600
Pteroglossus_azara,0,1400
Pteroglossus_bailloni,0,1550
Pteroglossus_beauharnaesii,0,500
Pteroglossus_bitorquatus,0,800
Pteroglossus_castanotis,0,1300
Pteroglossus_frantzii,0,1200
Pteroglossus_inscriptus,0,1000
Pteroglossus_pluricinctus,500,750
Pteroglossus_torquatus,0,1000
Pteroglossus_viridis,0,800
Ramphastos_ambiguus,0,2286
Ramphastos_brevis,0,1550
Ramphastos_dicolorus,100,1500
Ramphastos_sulfuratus,0,1600
Ramphastos_toco,0,1750
Ramphastos_tucanus,0,1440
Ramphastos_vitellinus,0,1700
Selenidera_gouldii,0,800
Selenidera_maculirostris,0,1000
Selenidera_nattereri,0,1000
Selenidera_piperivora,0,900
Selenidera_reinwardtii,0,1000
Selenidera_spectabilis,300,1000
Semnornis_frantzii,1200,2200
Semnornis_ramphastinus,1000,2000
Chaetura_viridipennis,0,1500
Streptoprocne_zonaris,0,4350
Chaetura_pelagica,0,3200
Chaetura_chapmani,0,2500
Chaetura_meridionalis,0,2500
Chaetura_spinicaudus,0,1000
Streptoprocne_semicollaris,0,3600
Cypseloides_niger,1200,3000
Cypseloides_lemosi,1050,2000
Chaetura_cinereiventris,0,2000
Streptoprocne_biscutata,0,2500
Cypseloides_cryptus,0,2000
Cypseloides_storeri,1500,2500
Cypseloides_fumigatus,700,2100
Chaetura_egregia,0,1200
Cypseloides_cherriei,500,2500
Chaetura_brachyura,200,1900
Chaetura_fumosa,0,700
Cypseloides_rothschildi,500,2000
Streptoprocne_phelpsi,400,1400
Cypseloides_senex,0,1000
Streptoprocne_rutila,0,3400
Chaetura_vauxi,0,3000
Cyanocorax_yncas,800,3000
Cyanocorax_cayanus,0,1100
Cyanocorax_melanocyaneus,1000,2450
Calocitta_formosa,0,1500
Calocitta_colliei,0,1800
Cyanocorax_morio,0,2500
Gymnorhinus_cyanocephalus,1000,2900
Aphelocoma_coerulescens,0,100
Aphelocoma_californica,0,3000
Cyanocitta_cristata,0,1000
Cyanocitta_stelleri,900,3900
Cyanolyca_cucullata,800,2100
Cyanolyca_viridicyanus,1600,4000
Cyanolyca_mirabilis,1525,3500
Nystalus_striolatus,0,1850
Nystalus_chacuru,0,2200
Nystalus_radiatus,0,1675
Nystalus_maculatus,0,2000
Bucco_noanamae,0,100
Bucco_capensis,0,1700
Monasa_nigrifrons,0,1000
Monasa_flavirostris,0,1400
Monasa_atra,0,1000
Monasa_morphoeus,0,1350
Bucco_tamatia,0,1400
Bucco_macrodactylus,0,600
Chelidoptera_tenebrosa,0,1000
Notharchus_ordii,150,300
Notharchus_swainsoni,0,900
Notharchus_pectoralis,0,1000
Notharchus_macrorhynchos,100,250
Notharchus_tectus,0,1000
Nonnula_ruficapilla,0,1650
Nonnula_amaurocephala,0,500
Nonnula_frontalis,0,1000
Nonnula_brunnea,0,400
Nonnula_sclateri,0,500
Nonnula_rubecula,0,1000
Hypnelus_ruficollis,0,1300
Micromonacha_lanceolata,300,1500
Hapaloptila_castanea,1500,2900
Malacoptila_fulvogularis,500,2300
Malacoptila_semicincta,0,1050
Malacoptila_mystacalis,350,2100
Malacoptila_panamensis,0,1400
Malacoptila_striata,0,2100
Malacoptila_fusca,0,1200
Malacoptila_rufa,0,500
Lurocalis_semitorquatus,0,1800
Lurocalis_rufiventris,1650,3000
Caprimulgus_nigrescens,100,1100
Nyctiprogne_vielliardi,0,500
Nyctiprogne_leucopyga,0,500
Caprimulgus_longirostris,0,4200
Caprimulgus_whitelyi,850,1800
Eleothreptus_candicans,0,210
Eleothreptus_anomalus,0,1100
Caprimulgus_parvulus,0,1000
Caprimulgus_cayennensis,0,3200
Hydropsalis_climacocerca,0,1000
Hydropsalis_torquata,0,500
Caprimulgus_maculicaudus,0,500
Uropsalis_segmentata,2300,3600
Uropsalis_lyra,800,3500
Nyctidromus_albicollis,0,2300
Caprimulgus_anthonyi,0,800
Podager_nacunda,0,2500
Chordeiles_pusillus,0,1050
Chordeiles_minor,0,2600
Chordeiles_acutipennis,0,1200
Chordeiles_rupestris,0,500
Caprimulgus_hirundinaceus,0,500
Caprimulgus_maculosus,0,500
Nyctiphrynus_rosenbergi,0,900
Nyctiphrynus_ocellatus,0,1350
Nyctiphrynus_yucatanicus,0,250
Nyctiphrynus_mcleodii,600,2000
Caprimulgus_ridgwayi,0,2400
Caprimulgus_saturatus,1500,3100
Uropelia_campestris,0,1100
Metriopelia_aymara,2800,5000
Metriopelia_ceciliae,2000,2500
Metriopelia_morenoi,1800,3200
Metriopelia_melanoptera,900,4900
Columbina_picui,0,3500
Columbina_cyanopis,0,800
Columbina_talpacoti,0,1200
Columbina_minuta,0,1400
Columbina_passerina,0,2900
Columbina_squammata,0,1200
Columbina_inca,0,4000
Columbina_cruziana,0,2400
Columbina_buckleyi,0,1000
Claravis_godefrida,0,2300
Claravis_mondetoura,1300,2600
Claravis_pretiosa,0,2100
Cacicus_sclateri,0,400
Cacicus_chrysopterus,0,2800
Cacicus_uropygialis,1500,2450
Cacicus_cela,0,1300
Cacicus_koepckeae,300,700
Ocyalus_latirostris,0,300
Psarocolius_oseryi,0,750
Cacicus_haemorrhous,0,1000
Cacicus_chrysonotus,1800,3300
Cacicus_melanicterus,0,1500
Cacicus_solitarius,0,600
Psarocolius_angustifrons,0,2500
Psarocolius_cassini,0,400
Psarocolius_guatimozinus,0,800
Psarocolius_atrovirens,800,2800
Psarocolius_wagleri,0,1700
Psarocolius_decumanus,0,1700
Psarocolius_montezuma,0,1600
Psarocolius_bifasciatus,0,500
Psarocolius_viridis,0,1100
Amblycercus_holosericeus,0,3500
Turdus_fuscater,1500,4250
Turdus_serranus,900,2900
Turdus_nigriceps,0,2550
Turdus_olivater,600,2600
Turdus_chiguanco,0,4000
Turdus_fulviventris,1400,2600
Turdus_ignobilis,0,2800
Turdus_maranonicus,200,2000
Turdus_amaurochalinus,0,2600
Turdus_albicollis,0,1900
Turdus_assimilis,0,3000
Turdus_flavipes,0,2500
Turdus_lawrencii,0,1200
Turdus_haplochrous,250,350
Turdus_nudigenis,0,1800
Turdus_grayi,0,2100
Turdus_maculirostris,0,2200
Turdus_rufiventris,0,2600
Turdus_obsoletus,0,1900
Turdus_rufopalliatus,0,1500
Turdus_fumigatus,100,1800
Turdus_hauxwelli,0,800
Turdus_leucomelas,0,2000
Turdus_reevei,600,1600
Turdus_leucops,900,2000
Myioborus_melanocephalus,2000,4000
Basileuterus_leucophrys,0,1000
Ergaticus_ruber,1800,3500
Myioborus_albifacies,900,2250
Wilsonia_pusilla,0,3000
Basileuterus_roraimae,0,1000
Basileuterus_rufifrons,0,3000
Myioborus_castaneocapilla,1200,2200
Basileuterus_flaveolus,0,1000
Basileuterus_bivittatus,700,1800
Basileuterus_leucoblepharus,0,1600
Basileuterus_trifasciatus,500,2000
Basileuterus_signatus,1500,3050
Myioborus_pictus,1000,3000
Myioborus_pariae,800,1150
Myioborus_ornatus,400,3400
Basileuterus_chrysogaster,300,1200
Basileuterus_luteoviridis,2300,3400
Myioborus_albifrons,2200,3200
Basileuterus_melanogenys,2500,3500
Basileuterus_belli,1200,3500
Basileuterus_coronatus,1300,2500
